"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4341","Login page","chromium","2026-04-09","passed","2026-04-09","","example.spec.js","",""
